PRIMARY_KEY,STATE,YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,GRADES_PK_G,GRADES_KG_G,GRADES_4_G,GRADES_8_G,GRADES_12_G,GRADES_1_8_G,GRADES_9_12_G,GRADES_ALL_G,AVG_MATH_4_SCORE,AVG_MATH_8_SCORE,AVG_READING_4_SCORE,AVG_READING_8_SCORE
2000_TENNESSEE,TENNESSEE,2000,907222,5338531,462000,2429713,2446818,5805181,3166208,1471174,307022,743326,13312,70351,73373,66429,48802,570014,241038,824364,219.8355873,263.4365997,213.6939176,265.0228585
2000_TEXAS,TEXAS,2000,3965971,28918934,2406972,12471856,14040106,31067935,15018072,8307904,1371714,4719976,145771,294217,313731,304419,219943,2503059,1116572,3765402,232.6660297,274.8460159,216.9322417,268.0900265
2000_UTAH,UTAH,2000,477835,2546642,189502,1507711,849429,2478420,1355794,596620,192296,270172,6216,36039,35910,34579,35484,284595,143721,434532,227.2926732,275.4367099,221.5141806,268.3158619
2000_VERMONT,VERMONT,2000,99609,1211370,65052,711259,435059,1193813,555740,283821,29595,39112,2371,6511,7736,8005,7232,61438,31624,95433,231.6977364,283.4083814,226.9612274,262.012003
2000_VIRGINIA,VIRGINIA,2000,1132673,8911426,491873,3761983,4657570,9154676,4823780,2639328,347530,1011384,7263,82585,92073,87455,70337,721485,329148,1057896,230.3948089,276.6749915,225.0094358,268.1445305
2000_WASHINGTON,WASHINGTON,2000,1003714,7620930,543966,4812796,2264168,7811937,3818756,2285577,350703,1048059,7283,68531,78505,77160,68580,618553,310403,936239,,,223.6559327,265.3205584
2000_WEST_VIRGINIA,WEST_VIRGINIA,2000,290982,2243151,210082,1365346,667723,2243563,1271988,672003,156775,129872,6152,20937,21995,21902,19716,173868,84972,264992,224.8482981,270.7800763,218.7777941,261.9034343
2000_WISCONSIN,WISCONSIN,2000,877165,7848352,354829,4292527,3200996,8183251,4225688,2316000,265155,958597,23751,56507,64455,67950,65195,514482,284736,822969,,,,257.6407828
2000_WYOMING,WYOMING,2000,91883,787323,66085,408356,312882,769923,417424,242832,24899,70579,,5988,6736,7284,6881,54144,29783,,229.2519227,276.6899803,221.1297536,
2001_ALABAMA,ALABAMA,2001,728532,4832946,466150,2879636,1487160,5086045,2656393,1374265,426481,540284,11841,54148,58929,56591,42909,469591,201610,683042,,,,
2001_ALASKA,ALASKA,2001,131985,1325498,229297,732985,363216,1402839,701053,479510,48312,150279,1253,10095,10718,10702,8340,83540,39461,124254,,,,
2001_ARIZONA,ARIZONA,2001,834387,5916342,580043,2729793,2606506,5858385,2538936,1701945,269157,1035457,6624,72119,74270,69643,52162,585206,249920,841750,,,,
2001_ARKANSAS,ARKANSAS,2001,449693,2974588,274406,2135281,564901,2951677,1616883,877225,153300,235346,1623,34981,35216,35372,28849,280237,131418,413278,,,,
2001_CALIFORNIA,CALIFORNIA,2001,6045030,53288943,4280358,31374889,17633696,52082540,26641811,14127664,2570224,6755895,100351,457165,485301,461133,365907,3871843,1745295,5717489,,,,
2001_COLORADO,COLORADO,2001,723696,5372784,292518,2222723,2857543,5727966,2709184,1844900,209212,672080,19516,53079,58028,56540,44912,456561,212989,689066,,,,
2001_CONNECTICUT,CONNECTICUT,2001,537521,6331569,256685,2389572,3685312,5987680,3360042,1748476,231240,385785,11050,41906,44990,43954,34301,357061,160211,528322,,,,
2001_DELAWARE,DELAWARE,2001,112055,1153831,77483,754926,321422,1175717,613955,349525,45976,132922,586,7615,9065,9396,7028,73059,34257,107902,,,,
2001_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2001,68925,1042261,114876,0,927385,1026146,412276,394656,35108,184106,4105,5203,5561,3662,2815,41292,13530,58927,,,,
2001_FLORIDA,FLORIDA,2001,2431884,18467090,1563902,9120855,7782333,18389394,8412975,5514993,1197780,2868679,57038,177225,196952,194250,130613,1563151,703064,2323253,,,,
2001_GEORGIA,GEORGIA,2001,1444937,12271962,758799,5945868,5567295,11853800,6336556,3131291,566956,1620496,33310,111173,116886,112145,75814,930712,395439,1359461,,,,
2001_HAWAII,HAWAII,2001,184360,1682332,140953,1511318,30061,1363164,732512,412203,105505,112944,917,13822,14886,13705,10632,117080,52613,170610,,,,
2001_IDAHO,IDAHO,2001,243926,1571348,123520,964414,483414,1535485,853733,461819,64896,124442,2341,17869,18974,19592,17628,151213,75098,228652,,,,
2001_ILLINOIS,ILLINOIS,2001,2025249,18534372,1411096,6637462,10485814,19337580,9317202,5702703,664402,2637635,57550,148348,159038,151737,131411,1275481,585396,1918427,,,,
2001_INDIANA,INDIANA,2001,987854,9124748,444861,4590018,4089869,8991877,4364661,2553481,395908,832585,6147,72344,79008,76999,62913,630403,282531,919081,,,,
2001_IOWA,IOWA,2001,495080,4068110,239495,1943702,1884913,4211493,1994331,1171278,271596,405205,5714,34249,36106,37115,36469,287304,153856,446874,,,,
2001_KANSAS,KANSAS,2001,468347,3681845,238960,2253677,1189208,3491029,1721113,1159966,220701,209716,2032,30104,34932,36120,33221,280126,143570,425728,,,,
2001_KENTUCKY,KENTUCKY,2001,643730,4536133,446180,2727410,1362543,4350588,2467964,1372283,254444,156395,32407,45781,49288,47019,37160,391238,179275,602920,,,,
2001_LOUISIANA,LOUISIANA,2001,737223,4982369,577645,2425436,1979288,4939894,2654239,1457593,316925,409235,17199,53323,62290,61115,41611,464209,193536,674944,,,,
2001_MAINE,MAINE,2001,207171,1914551,112074,812384,990093,1958646,1118171,513216,79883,149225,1333,13709,15883,17347,13410,127050,61067,189450,,,,
2001_MARYLAND,MARYLAND,2001,852920,7864290,467001,2928704,4468585,7981362,4172982,2366854,369293,813068,20314,56384,67448,66211,52671,531432,246807,798553,,,,
2001_MASSACHUSETTS,MASSACHUSETTS,2001,965934,10613329,490388,4328575,5794366,10572138,6135199,2711995,338708,944333,20666,68565,76597,75218,59453,610264,273644,904574,,,,
2001_MICHIGAN,MICHIGAN,2001,1705088,16772419,1090642,10480592,5201185,17573761,8136476,5430837,795607,2007947,16562,125197,131673,129908,103839,1055897,497159,1569618,,,,
2001_MINNESOTA,MINNESOTA,2001,836386,7836617,350797,4694722,2791098,8221636,3981906,2112589,569072,964810,9671,58357,62580,66797,68997,505000,278356,793027,,,,
2001_MISSISSIPPI,MISSISSIPPI,2001,496513,2823151,385896,1519788,917467,2930393,1548979,847817,190656,282202,1805,36931,39749,36731,25816,314214,126361,442380,,,,
2001_MISSOURI,MISSOURI,2001,911673,7081783,464119,3272289,3345375,7100685,3659465,2100767,402233,715516,18515,64104,71928,69677,57727,556027,265810,840352,,,,
2001_MONTANA,MONTANA,2001,154700,1139959,128783,537866,473310,1129098,638218,354844,44456,73732,506,10069,11602,12389,11307,91966,49151,141623,,,,
2001_NEBRASKA,NEBRASKA,2001,285331,2355374,166068,806280,1383026,2344564,1256013,634842,100439,278832,5064,20234,21160,21757,21679,169355,90442,264861,,,,
2001_NEVADA,NEVADA,2001,339451,2381897,118318,1438406,825173,2692840,1171360,734647,76426,575873,2147,26877,29676,27028,19461,232794,94323,329264,,,,
2001_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2001,204721,1757828,76689,884225,796914,1796043,937479,486152,53143,166814,1830,9599,16612,17111,13309,132429,62286,196545,,,,
2001_NEW_JERSEY,NEW_JERSEY,2001,1301195,16854895,620507,6617681,9616707,17144456,8782754,5499870,610241,1466889,19751,89533,101038,97127,76271,804356,349406,1173513,,,,
2001_NEW_MEXICO,NEW_MEXICO,2001,319524,2373143,327191,1691663,354289,2315182,1096488,761848,114558,308741,3499,22137,25163,25012,18658,199400,95224,298123,,,,
2001_NEW_YORK,NEW_YORK,2001,2856277,34373567,1912495,16032781,16428291,38062603,22052316,9100764,1157116,4579196,40212,190402,214283,210369,153505,1717579,790657,2548448,,,,
2001_NORTH_CAROLINA,NORTH_CAROLINA,2001,1277013,9670620,661215,6065716,2943689,9807815,5187906,2587298,508494,1307270,9320,102772,106093,102126,69602,843873,359398,1212591,,,,
2001_NORTH_DAKOTA,NORTH_DAKOTA,2001,108788,818139,102694,301755,413690,814838,419201,218137,58449,57760,721,7059,7759,8514,8661,62674,35593,98988,,,,
2001_OHIO,OHIO,2001,1821546,16693845,956899,7088781,8648165,16282257,8001840,5327100,769489,1712711,23856,121772,140849,141218,117683,1129123,544353,1697332,,,,
2001_OKLAHOMA,OKLAHOMA,2001,623110,4257128,419762,2394346,1443020,4288405,2119420,1386368,417849,322947,25707,43214,47164,45745,38638,374591,175124,575422,,,,
2001_OREGON,OREGON,2001,544756,4561948,327582,2565977,1668389,4715944,2435402,1553819,160650,419442,462,38085,42726,42988,38379,341457,169117,511036,,,,
2001_PENNSYLVANIA,PENNSYLVANIA,2001,1771473,17792997,1083862,6305118,10404017,18666522,9182658,5142302,708895,1869506,2537,118183,140722,146138,122942,1130386,563698,1696621,,,,
2001_RHODE_ISLAND,RHODE_ISLAND,2001,156275,1592622,88341,663991,840290,1504125,920848,464571,49573,27392,1229,10704,12717,12458,9507,100850,45263,147342,,,,
2001_SOUTH_CAROLINA,SOUTH_CAROLINA,2001,676681,5437615,430966,2924025,2082624,5492539,2660503,1545738,297845,843817,18510,46055,53831,53043,35835,422158,189475,630143,,,,
2001_SOUTH_DAKOTA,SOUTH_DAKOTA,2001,127986,886661,104645,316617,465399,950595,471683,265808,39681,143663,1176,9075,9641,9997,9454,76539,40479,118194,,,,
2001_TENNESSEE,TENNESSEE,2001,895839,5560822,494851,2494453,2571518,6165661,3282993,1556508,323329,868777,14856,69429,72714,68184,51278,574689,250392,839937,,,,
2001_TEXAS,TEXAS,2001,4021535,30868844,2631160,12688089,15549595,33201450,15916451,9050782,1476787,4898465,170101,302859,318842,310762,226429,2543254,1147233,3860588,,,,
2001_UTAH,UTAH,2001,477380,2741771,228659,1588164,924948,2669621,1438459,653354,200475,311553,6883,36521,36411,35786,34951,288112,142021,437016,,,,
2001_VERMONT,VERMONT,2001,97715,1300273,60383,732580,507310,1306513,595191,303287,28777,62053,2567,6289,7468,7972,7422,60443,31787,94797,,,,
2001_VIRGINIA,VIRGINIA,2001,1143807,9493862,531724,3976620,4985518,9862715,5142049,2865861,378979,1113113,14137,82489,91966,88184,70607,727305,336897,1078339,,,,
2001_WASHINGTON,WASHINGTON,2001,1004843,7936037,561773,5032514,2341750,8026334,3984476,2330122,367295,1028063,8102,68280,78504,77933,69536,619875,312943,940920,,,,
2001_WEST_VIRGINIA,WEST_VIRGINIA,2001,285785,2321731,244971,1388046,688714,2310098,1306105,699263,159933,131916,6770,20247,21561,21650,18336,172504,82857,262131,,,,
2001_WISCONSIN,WISCONSIN,2001,875569,8363904,398365,4517924,3447615,8574804,4434212,2495299,280656,943973,24673,57469,63509,66558,65946,509662,287557,821892,,,,
2001_WYOMING,WYOMING,2001,89711,804297,69172,403021,332104,787949,426072,254937,24913,67913,,6002,6587,7211,6855,53091,29035,,,,,
2002_ALABAMA,ALABAMA,2002,726367,5128559,508425,3010983,1609151,5147821,2720735,1414594,418949,496146,9715,55499,58690,57576,45521,467993,206159,683867,,,,
2002_ALASKA,ALASKA,2002,133010,1377767,249222,773418,355127,1523327,747223,485124,50601,215409,1391,10069,10084,10840,8810,82920,39984,124295,,,,
2002_ARIZONA,ARIZONA,2002,859588,6192222,619869,2825228,2747125,6018188,2659448,1833852,286945,966925,7533,71357,71139,69841,60820,576817,276984,861334,,,,
2002_ARKANSAS,ARKANSAS,2002,449161,3147921,331069,2334551,482301,3087453,1697645,910208,165003,239177,1938,35283,33835,36102,29277,280571,131716,414225,,,,
2002_CALIFORNIA,CALIFORNIA,2002,6136915,54727056,5084409,31005317,18637330,56464225,28593157,15568570,2882414,6998522,109264,456940,491510,473553,385181,3917027,1807054,5833345,,,,
2002_COLORADO,COLORADO,2002,741319,5849588,338856,2460333,3050399,6237142,2963406,1967267,225545,779315,20368,53872,57318,57664,46790,460225,217397,697990,,,,
2002_CONNECTICUT,CONNECTICUT,2002,543829,6644334,288620,2490036,3865678,6475918,3570517,1847167,241930,542302,11150,41224,44021,44422,36059,353624,164025,528799,,,,
2002_DELAWARE,DELAWARE,2002,111331,1180255,86532,764350,329373,1246284,645895,352551,51060,154186,665,7761,9007,9961,7178,73795,34121,108581,,,,
2002_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2002,68449,1138126,141514,0,996612,1145684,452905,431693,42192,218894,4703,5475,6078,4605,3008,45011,15374,65088,,,,
2002_FLORIDA,FLORIDA,2002,2500179,18541689,1762460,8542871,8236358,19051049,8781232,5589428,1245146,2999914,51222,183270,197625,201159,137939,1574787,730650,2356659,,,,
2002_GEORGIA,GEORGIA,2002,1470634,13042229,904826,6361710,5775693,12690343,6894589,3341604,616115,1659378,34745,114772,118053,116150,78455,939044,407451,1381240,,,,
2002_HAWAII,HAWAII,2002,184546,1889600,170152,1684226,35222,1436637,815123,457784,121615,42115,1031,13377,14653,13875,10401,116402,52922,170355,,,,
2002_IDAHO,IDAHO,2002,244937,1625444,138930,988386,498128,1666027,896815,499035,67785,167918,2517,17965,18849,19647,17484,152767,75355,230639,,,,
2002_ILLINOIS,ILLINOIS,2002,2047836,19084554,1438287,6808150,10838117,20563001,9904454,6025120,683101,2897117,60524,148274,157570,156451,135937,1277009,595349,1932882,,,,
2002_INDIANA,INDIANA,2002,994348,9273957,523331,4446730,4303896,9353054,4586033,2650367,365778,875596,5407,71570,78909,79338,64156,635542,288607,929556,,,,
2002_IOWA,IOWA,2002,485932,4191217,273857,1951680,1965680,4418238,2109878,1180608,278099,459382,5949,34090,34803,37281,36728,281686,152147,439782,,,,
2002_KANSAS,KANSAS,2002,470204,3823261,282329,2281992,1258940,3690815,1958937,1195259,166405,231630,2259,29910,34146,35972,33829,278400,144334,424993,,,,
2002_KENTUCKY,KENTUCKY,2002,654363,4621025,486226,2743882,1390917,4541670,2598897,1424273,277021,146218,31888,46666,48636,48934,38902,394286,182479,608653,,,,
2002_LOUISIANA,LOUISIANA,2002,725027,5229238,667687,2536111,2025440,5298267,2882613,1536497,329637,443002,21858,55020,60269,60930,42385,458197,192902,672957,,,,
2002_MAINE,MAINE,2002,205344,2041986,141528,853761,1046697,2057022,1180701,548552,78092,140092,1525,13731,15194,17131,13998,124742,61873,188140,,,,
2002_MARYLAND,MARYLAND,2002,860640,8430663,527311,3133775,4769577,8568446,4482809,2469485,392195,941083,20569,56577,65824,67984,54764,530603,253506,804678,,,,
2002_MASSACHUSETTS,MASSACHUSETTS,2002,959641,11217085,600037,4681737,5935311,11507438,6256148,3256542,351743,1154305,22803,69324,75165,77903,60916,608923,281939,913665,,,,
2002_MICHIGAN,MICHIGAN,2002,1724961,18055855,1254550,11203813,5597492,18881772,8402799,5841256,862090,2353031,24751,130891,131504,135649,110713,1065655,517152,1607558,,,,
2002_MINNESOTA,MINNESOTA,2002,832265,8065042,409915,4771002,2884125,8716123,4113812,2071915,595228,1283085,10037,58757,61634,66999,72299,498907,279190,788134,,,,
2002_MISSISSIPPI,MISSISSIPPI,2002,492198,3029559,438583,1639832,951144,3026111,1586661,875637,196509,299474,1975,36845,39615,37282,26029,312950,126932,441857,,,,
2002_MISSOURI,MISSOURI,2002,909918,7455539,544538,3347137,3563864,7636924,3901665,2224948,432144,828732,10668,64750,69697,71670,60920,557819,271262,839749,,,,
2002_MONTANA,MONTANA,2002,151751,1168799,151981,554360,462458,1163960,662030,361751,47877,70448,665,9899,10931,12218,11433,90397,48727,139789,,,,
2002_NEBRASKA,NEBRASKA,2002,283789,2528312,199359,879775,1449178,2562812,1338653,667614,107557,365430,5491,20440,20874,21943,21932,169182,90289,264962,,,,
2002_NEVADA,NEVADA,2002,354869,2592064,152525,1582993,856546,2913023,1343669,738868,87437,604874,2480,27287,29953,29242,18032,240480,98538,341498,,,,
2002_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2002,203072,1887115,85440,943592,858083,1956047,1047490,523976,57559,186830,1923,9757,15939,17421,14280,131382,63988,197293,,,,
2002_NEW_JERSEY,NEW_JERSEY,2002,1326196,18071365,720470,7336383,10014512,18155147,9328162,5983500,611449,1406121,21590,91189,101577,101559,82008,812176,369109,1202875,,,,
2002_NEW_MEXICO,NEW_MEXICO,2002,317548,2537261,352892,1832491,351878,2542682,1195658,814180,123712,373224,3529,22638,24995,25630,19002,198330,95737,297596,,,,
2002_NEW_YORK,NEW_YORK,2002,2846068,35748163,2206496,17337735,16203932,39585780,23167459,9379511,1183476,4809068,41752,189198,212414,215632,158474,1712691,802393,2556836,,,,
2002_NORTH_CAROLINA,NORTH_CAROLINA,2002,1296156,9701231,777970,5929203,2994058,9882399,5339340,2625671,523333,1133555,10310,104843,103726,106126,73450,848814,371987,1231111,,,,
2002_NORTH_DAKOTA,NORTH_DAKOTA,2002,105936,846759,111063,303280,432416,838666,435631,224356,58523,57468,773,7013,7567,8374,8665,61303,35136,97212,,,,
2002_OHIO,OHIO,2002,1796603,17589983,982401,7811620,8795962,17608944,8477091,5665971,784876,2128307,24990,130996,141120,144024,125057,1124317,554490,1703797,,,,
2002_OKLAHOMA,OKLAHOMA,2002,622115,4370415,497834,2345888,1526693,4467944,2193731,1439564,445761,341768,28120,45050,45662,46805,38443,373025,174356,575501,,,,
2002_OREGON,OREGON,2002,549604,4772603,395295,2662513,1714795,4980466,2475697,1597299,171505,557041,429,38204,41704,44156,39799,341611,171361,513401,,,,
2002_PENNSYLVANIA,PENNSYLVANIA,2002,1766513,18586743,1290818,6637673,10658252,20018554,9673879,5448465,757486,2252267,2684,116332,138365,147829,126894,1119161,571910,1693755,,,,
2002_RHODE_ISLAND,RHODE_ISLAND,2002,156624,1633707,96488,676371,860848,1600087,964169,484397,56173,27003,1209,10689,12407,12805,9856,100646,46661,148516,,,,
2002_SOUTH_CAROLINA,SOUTH_CAROLINA,2002,674347,5627004,494207,2857497,2275300,5897462,2832106,1620800,315248,956612,20064,49318,54242,56201,37515,431045,193962,645071,,,,
2002_SOUTH_DAKOTA,SOUTH_DAKOTA,2002,127129,930874,127130,346086,457658,981977,485846,271549,42634,149374,2255,11121,9519,10051,9768,76074,40598,118927,,,,
2002_TENNESSEE,TENNESSEE,2002,897695,5785857,550490,2544653,2690714,6363357,3478604,1624709,328546,762594,15952,70151,71300,70650,53273,571785,254271,842008,,,,
2002_TEXAS,TEXAS,2002,4112315,32802734,2941562,12930564,16930608,35668486,16826484,9580137,1582967,5399775,183740,315290,321612,316800,238882,2580635,1180158,3944533,,,,
2002_UTAH,UTAH,2002,480526,2865058,238599,1680625,945834,2924051,1534954,683525,200572,426219,7865,37872,35481,35547,34790,290141,141839,439845,,,,
2002_VERMONT,VERMONT,2002,96427,1387074,68819,766164,552091,1392880,628188,326292,31686,65657,2800,6342,7179,8077,7398,58892,31807,93499,,,,
2002_VIRGINIA,VIRGINIA,2002,1162045,9914221,624507,4002347,5287367,10209197,5373701,3003921,399357,1127185,14507,83270,91186,92641,75944,732676,345720,1092903,,,,
2002_WASHINGTON,WASHINGTON,2002,1009200,8250593,640386,5194962,2415245,8362656,4182265,2430537,382728,1037135,9802,69467,77053,79857,72354,617922,317607,945331,,,,
2002_WEST_VIRGINIA,WEST_VIRGINIA,2002,282145,2413744,258017,1451026,704701,2427316,1346601,710125,163018,194544,7734,20437,21041,21943,18416,171613,82281,261628,,,,
2002_WISCONSIN,WISCONSIN,2002,875216,8624767,450159,4682300,3492308,8863966,4642886,2601068,325160,863118,26092,57670,62436,67751,68714,507941,289528,823561,,,,
2002_WYOMING,WYOMING,2002,87897,908719,75498,443525,389696,868607,463839,272836,27488,92550,1668,6153,6406,6994,6631,52105,28190,81963,,,,
2003_ALABAMA,ALABAMA,2003,727900,5196054,567704,2966981,1661369,5298932,2817111,1521462,424662,432279,1852,56541,57323,59663,42005,466920,205907,674679,223.3446426,261.9390222,207.0838476,261.8708721
2003_ALASKA,ALASKA,2003,133303,1425948,259423,813371,353154,1610289,763525,514052,55715,247005,1883,9475,10115,11140,8651,82337,40238,124458,232.9916543,279.0250699,211.5471536,268.7724206
2003_ARIZONA,ARIZONA,2003,875111,6529894,740579,2912629,2876686,6210287,2810907,1964229,303924,864642,9376,76365,76207,76376,68815,613442,307272,930090,228.9113961,271.1773505,208.8728014,267.8089667
2003_ARKANSAS,ARKANSAS,2003,450158,3241275,379947,2394336,466992,3242799,1768713,972598,170767,247245,2573,36391,34070,37004,28840,281834,132712,417119,229.0065887,265.7715893,213.6153045,264.6565519
2003_CALIFORNIA,CALIFORNIA,2003,6226552,59815855,5795655,33617766,20402434,59749885,29561563,17030335,2995767,7341541,114939,456941,493415,500143,395194,3929869,1854518,5899326,227.4549818,267.0495006,205.6324371,255.0733796
2003_COLORADO,COLORADO,2003,751049,6297242,400219,2715219,3181804,6685029,3168745,2149761,236480,821129,19993,55913,56437,58897,48924,460419,221368,701780,235.1931161,283.3998585,223.660982,266.2285608
2003_CONNECTICUT,CONNECTICUT,2003,548466,6959891,351001,2481901,4126989,6751815,3721466,1951609,252325,539870,11823,42310,43494,45854,37229,353661,169409,534893,240.6152416,283.7298112,228.340615,268.1242349
