,STATE,YEAR,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,4TH_ENROLLED,8TH_ENROLLED,TOTAL_ENROLLMENT,4_AVG_MATH_SCORE,8_AVG_MATH_SCORE,4_AVG_RDG_SCORE,8_AVG_RDG_SCORE,PRISONER_COUNT,STATE_POPULATION,VIOLENT_CRIME_TOTAL,PROPERTY_CRIME_TOTAL,TOTAL_JAIL_ADM,ASIAN_JAIL_POP,BLACK_JAIL_POP,LATINO_JAIL_POP,NATIVE_JAIL_POP,WHITE_JAIL_POP,ASIAN_PRISON_POP,BLACK_PRISON_POP,LATINO_PRISON_POP,NATIVE_PRISON_POP,OTHER_PRISON_POP,WHITE_PRISON_POP
295,NEW_JERSEY,2010,"$26,736,651.00","$14,481,471.00","98,641","99,630","1,253,275",nan,nan,nan,nan,"24,488","8,799,593","27,055","183,042",63187.0,0.81%,54.25%,20.93%,0.16%,19.76%,0.68%,68.94%,14.04%,0.00%,0.02%,16.33%
296,NEW_JERSEY,2011,"$25,716,298.00","$14,113,108.00","96,459","98,968","1,213,821",248.00,294.14,231.24,272.87,"23,642","8,834,773","27,203","189,719",38730.0,0.52%,50.65%,21.11%,0.20%,27.02%,0.55%,59.37%,17.35%,0.08%,0.20%,22.46%
297,NEW_JERSEY,2012,"$26,432,652.00","$14,491,817.00","98,152","100,052","1,224,171",nan,nan,nan,nan,"23,050","8,867,749","25,727","181,481",23979.0,0.51%,43.29%,21.08%,0.19%,36.65%,0.26%,54.65%,18.81%,0.26%,0.13%,25.89%
298,NEW_JERSEY,2013,"$28,179,900.00","$15,489,942.00","98,832","99,950","1,227,423",246.87,296.05,228.72,269.22,"22,263","8,911,502","25,748","167,634",43791.0,0.64%,53.21%,16.06%,0.23%,21.87%,0.30%,72.24%,14.01%,0.00%,0.21%,13.25%
299,NEW_JERSEY,2014,"$27,742,203.00","$14,956,606.00","97,428","99,751","1,249,593",nan,nan,nan,nan,"21,394","8,938,175","23,346","154,993",16504.0,0.64%,37.75%,16.38%,0.14%,46.15%,0.49%,46.90%,12.81%,0.00%,4.24%,35.56%
300,NEW_JERSEY,2015,"$28,809,725.00","$15,339,450.00","98,565","98,128","1,255,517",245.38,293.37,229.49,259.42,"20,294","8,958,013","22,879","145,701",45900.0,0.27%,46.81%,16.16%,0.14%,29.83%,0.48%,56.64%,11.80%,0.12%,7.77%,23.19%
301,NEW_YORK,2001,"$38,062,603.00","$22,052,316.00","214,283","210,369","2,548,448",nan,nan,nan,nan,"67,554","19,084,350","98,022","458,003",204904.0,0.46%,52.11%,26.70%,0.39%,18.63%,0.61%,53.49%,32.16%,0.36%,0.93%,12.47%
302,NEW_YORK,2002,"$39,585,780.00","$23,167,459.00","212,414","215,632","2,556,836",nan,nan,nan,nan,"66,925","19,134,293","95,030","442,091",207598.0,0.53%,52.42%,27.25%,0.37%,19.25%,0.63%,53.00%,32.39%,0.37%,1.07%,12.54%
303,NEW_YORK,2003,"$41,603,390.00","$24,786,376.00","206,912","219,335","2,543,604",235.93,279.75,222.19,255.01,"65,388","19,212,425","89,486","432,079",199116.0,0.43%,49.09%,25.74%,0.32%,18.19%,0.60%,53.21%,31.43%,0.43%,1.21%,13.13%
304,NEW_YORK,2004,"$42,953,568.00","$25,761,741.00","202,267","218,176","2,543,681",nan,nan,nan,nan,"64,024","19,280,727","84,914","422,734",217392.0,0.53%,52.55%,25.01%,0.35%,20.08%,0.60%,53.16%,30.82%,0.50%,1.08%,13.84%
305,NEW_YORK,2005,"$45,086,872.00","$27,866,708.00","196,279","216,226","2,518,645",238.17,279.72,222.70,264.66,"63,032","19,315,721","85,839","405,990",191781.0,0.44%,51.98%,24.58%,0.32%,19.38%,0.62%,53.98%,30.31%,0.50%,1.05%,13.52%
306,NEW_YORK,2006,"$48,359,774.00","$29,589,517.00","192,095","210,851","2,499,302",nan,nan,nan,nan,"63,538","19,306,183","84,016","398,577",149432.0,0.61%,51.11%,27.69%,0.38%,20.46%,0.61%,53.95%,30.59%,0.46%,0.99%,13.40%
307,NEW_YORK,2007,"$51,253,984.00","$31,465,706.00","191,647","205,135","2,472,162",242.54,280.14,223.75,270.94,"62,738","19,297,729","79,962","383,624",212453.0,0.54%,51.74%,24.58%,0.33%,19.97%,0.54%,54.42%,27.48%,0.47%,0.90%,16.18%
308,NEW_YORK,2008,"$54,870,811.00","$33,446,544.00","190,067","201,895","2,442,725",nan,nan,nan,nan,"60,198","19,490,297","77,546","388,599",196600.0,0.74%,51.36%,25.93%,0.26%,20.09%,0.60%,55.29%,27.27%,0.52%,0.88%,15.44%
309,NEW_YORK,2009,"$57,851,481.00","$35,195,372.00","193,473","198,690","2,459,460",240.64,282.58,224.37,267.07,"58,479","19,541,453","75,110","377,537",154059.0,0.65%,50.85%,26.47%,0.21%,19.02%,0.61%,54.68%,27.78%,0.49%,0.89%,15.55%
310,NEW_YORK,2010,"$60,067,253.00","$36,628,097.00","198,720","203,761","2,513,244",nan,nan,nan,nan,"56,420","19,395,206","76,492","379,710",194600.0,0.60%,47.86%,23.98%,0.30%,22.05%,0.51%,54.91%,25.38%,0.59%,0.93%,17.67%
311,NEW_YORK,2011,"$59,446,908.00","$37,834,196.00","196,082","201,190","2,477,088",237.52,280.45,222.49,258.19,"55,196","19,501,616","77,463","371,837",201277.0,0.58%,47.57%,21.60%,0.29%,23.10%,0.49%,54.10%,24.50%,0.56%,1.38%,18.97%
312,NEW_YORK,2012,"$60,216,421.00","$38,431,932.00","198,361","200,642","2,476,225",nan,nan,nan,nan,"54,058","19,576,125","79,535","375,268",168509.0,0.64%,48.32%,21.62%,0.37%,21.73%,0.58%,55.28%,24.50%,0.64%,1.45%,17.55%
313,NEW_YORK,2013,"$60,505,950.00","$38,756,656.00","196,988","203,267","2,476,295",240.35,281.81,223.81,274.31,"53,312","19,695,680","77,563","358,603",155502.0,0.79%,45.13%,21.41%,0.51%,26.07%,0.58%,54.37%,24.78%,0.73%,1.72%,17.82%
314,NEW_YORK,2014,"$62,556,193.00","$40,168,920.00","197,545","200,384","2,492,829",nan,nan,nan,nan,"52,362","19,746,227","75,398","339,282",148714.0,0.73%,48.56%,22.52%,0.49%,20.58%,0.52%,54.51%,24.78%,0.82%,1.98%,17.38%
315,NEW_YORK,2015,"$65,094,591.00","$41,954,260.00","199,866","197,997","2,471,847",236.80,280.09,222.65,270.85,"51,485","19,791,256","74,856","322,253",143111.0,0.73%,49.98%,22.02%,0.50%,21.78%,0.55%,54.96%,25.13%,0.82%,2.04%,16.50%
316,NORTH_CAROLINA,2001,"$9,807,815.00","$5,187,906.00","106,093","102,126","1,212,591",nan,nan,nan,nan,"32,203","8,206,105","40,465","363,777",184219.0,0.68%,66.87%,6.21%,2.83%,28.84%,0.45%,65.68%,2.34%,3.19%,0.71%,27.62%
317,NORTH_CAROLINA,2002,"$9,882,399.00","$5,339,340.00","103,726","106,126","1,231,111",nan,nan,nan,nan,"32,918","8,305,820","39,118","353,708",186324.0,0.56%,65.38%,8.13%,2.19%,27.39%,0.35%,64.74%,3.19%,3.23%,0.71%,27.79%
318,NORTH_CAROLINA,2003,"$9,989,670.00","$5,517,870.00","105,411","108,717","1,250,873",242.04,281.24,221.22,267.36,"33,874","8,421,190","38,243","359,660",220242.0,0.82%,63.77%,7.34%,2.51%,30.17%,0.44%,66.34%,3.38%,2.68%,0.73%,26.43%
319,NORTH_CAROLINA,2004,"$10,263,463.00","$5,585,476.00","104,337","109,979","1,274,001",nan,nan,nan,nan,"35,544","8,540,468","38,244","355,328",241837.0,0.63%,60.49%,7.60%,2.56%,31.54%,0.45%,61.60%,3.89%,2.71%,0.62%,30.74%
320,NORTH_CAROLINA,2005,"$10,917,913.00","$6,160,224.00","105,392","111,894","1,299,607",241.24,281.83,217.13,269.22,"36,646","8,672,459","40,650","353,855",247075.0,0.41%,59.39%,8.31%,2.09%,31.36%,0.37%,60.69%,4.05%,2.82%,0.56%,31.52%
321,NORTH_CAROLINA,2006,"$11,725,031.00","$6,342,589.00","108,731","110,965","1,326,038",nan,nan,nan,nan,"37,725","8,856,505","42,088","364,549",254191.0,0.43%,56.38%,8.75%,2.08%,33.72%,0.34%,58.17%,4.54%,2.75%,0.51%,33.69%
322,NORTH_CAROLINA,2007,"$12,794,086.00","$6,987,589.00","115,076","114,543","1,368,494",241.62,283.88,217.93,267.03,"38,240","9,061,032","42,231","369,893",224150.0,0.48%,58.62%,10.55%,2.79%,31.16%,0.36%,59.56%,5.28%,3.11%,0.49%,31.20%
323,NORTH_CAROLINA,2008,"$13,731,201.00","$7,229,214.00","114,909","111,050","1,371,363",nan,nan,nan,nan,"39,957","9,222,414","43,125","372,763",218133.0,0.19%,55.38%,11.31%,1.99%,30.92%,0.38%,57.84%,5.71%,2.86%,0.39%,32.81%
324,NORTH_CAROLINA,2009,"$14,868,070.00","$7,943,541.00","116,876","109,864","1,377,905",243.78,284.33,219.30,253.84,"40,133","9,380,884","37,946","343,707",228102.0,0.44%,54.70%,9.72%,2.95%,29.78%,0.37%,60.26%,5.60%,2.69%,0.43%,30.65%
325,NORTH_CAROLINA,2010,"$14,162,497.00","$7,637,844.00","118,617","111,112","1,374,033",nan,nan,nan,nan,"40,375","9,560,234","34,679","329,202",242068.0,0.37%,53.54%,8.36%,2.32%,34.77%,0.33%,58.55%,6.14%,2.62%,0.44%,31.91%
326,NORTH_CAROLINA,2011,"$13,767,024.00","$7,566,249.00","116,325","113,238","1,389,920",244.52,286.27,221.36,272.08,"39,662","9,651,103","33,421","337,806",153292.0,0.45%,52.71%,8.22%,3.71%,32.12%,0.45%,58.57%,5.57%,4.54%,0.45%,30.42%
327,NORTH_CAROLINA,2012,"$13,418,244.00","$7,521,325.00","116,264","115,147","1,397,076",nan,nan,nan,nan,"37,378","9,748,364","34,464","328,594",182807.0,0.26%,56.69%,8.63%,2.57%,34.50%,0.39%,60.65%,6.18%,3.22%,0.40%,29.14%
328,NORTH_CAROLINA,2013,"$13,650,536.00","$7,681,386.00","108,034","117,965","1,408,648",244.80,285.65,222.23,276.38,"37,176","9,848,917","33,587","305,631",196783.0,0.26%,52.87%,7.78%,0.68%,36.53%,0.37%,58.75%,5.75%,1.06%,0.40%,33.55%
329,NORTH_CAROLINA,2014,"$13,540,706.00","$7,573,296.00","115,539","119,636","1,427,601",nan,nan,nan,nan,"37,348","9,943,964","32,767","285,697",205801.0,0.30%,53.23%,6.02%,2.33%,36.91%,0.43%,58.06%,6.03%,3.33%,0.53%,31.48%
330,NORTH_CAROLINA,2015,"$14,060,699.00","$7,960,222.00","118,617","117,902","1,427,086",243.74,281.33,225.81,253.23,"36,888","10,042,802","34,852","276,183",183665.0,0.15%,51.47%,7.42%,2.55%,38.54%,0.34%,58.62%,5.85%,3.38%,0.45%,31.20%
331,NORTH_DAKOTA,2001,"$814,838.00","$419,201.00","7,759","8,514","98,988",nan,nan,nan,nan,"1,088","636,550",505,"14,834",12815.0,0.00%,4.76%,6.12%,12.59%,81.97%,0.85%,5.30%,7.84%,12.71%,0.42%,72.88%
332,NORTH_DAKOTA,2002,"$838,666.00","$435,631.00","7,567","8,374","97,212",nan,nan,nan,nan,"1,117","633,911",496,"14,762",5480.0,0.00%,3.88%,3.88%,24.81%,92.25%,0.00%,3.47%,7.64%,18.75%,0.00%,70.14%
333,NORTH_DAKOTA,2003,"$895,278.00","$448,720.00","7,219","8,245","95,342",237.58,287.14,221.64,269.83,"1,100","633,400",508,"13,364",4851.0,0.00%,3.60%,0.72%,41.73%,46.76%,0.00%,2.85%,2.49%,21.71%,0.71%,72.24%
334,NORTH_DAKOTA,2004,"$957,480.00","$481,403.00","7,069","8,127","93,870",nan,nan,nan,nan,"1,130","636,308",558,"12,493",8331.0,0.40%,6.02%,2.81%,28.92%,74.30%,0.00%,3.64%,4.73%,18.18%,0.36%,73.09%
335,NORTH_DAKOTA,2005,"$985,502.00","$501,563.00","7,016","7,993","91,704",242.74,286.96,224.81,267.46,"1,318","634,605",706,"12,848",6741.0,2.41%,5.42%,3.61%,21.08%,102.41%,0.00%,4.40%,3.85%,15.93%,1.10%,74.73%
336,NORTH_DAKOTA,2006,"$1,017,084.00","$513,113.00","6,931","7,874","90,020",nan,nan,nan,nan,"1,337","635,867","1,255","13,359",6260.0,0.00%,5.78%,5.78%,28.32%,78.61%,0.00%,3.38%,5.31%,21.74%,0.00%,69.57%
337,NORTH_DAKOTA,2007,"$1,042,175.00","$523,778.00","6,935","7,472","88,329",245.42,291.56,226.33,252.35,"1,392","639,715","1,343","12,796",16150.0,0.81%,6.50%,6.78%,20.05%,71.27%,0.00%,6.53%,6.66%,23.89%,0.65%,62.27%
338,NORTH_DAKOTA,2008,"$1,085,970.00","$552,250.00","6,812","7,364","87,511",nan,nan,nan,nan,"1,379","641,481","1,441","13,029",1270.0,0.00%,0.00%,9.68%,16.13%,74.19%,0.00%,0.00%,11.54%,5.13%,0.00%,83.33%
339,NORTH_DAKOTA,2009,"$1,137,260.00","$579,830.00","6,547","7,308","87,601",245.19,292.84,225.97,270.75,"1,436","646,844","1,723","12,813",7243.0,0.41%,14.40%,4.94%,16.05%,76.13%,0.00%,8.77%,6.67%,15.09%,0.00%,69.47%
340,NORTH_DAKOTA,2010,"$1,267,426.00","$627,378.00","6,974","7,298","88,874",nan,nan,nan,nan,"1,416","674,629","1,548","12,010",19768.0,0.51%,5.91%,6.42%,39.36%,50.17%,0.00%,7.47%,5.06%,30.11%,0.11%,57.24%
341,NORTH_DAKOTA,2011,"$1,312,226.00","$660,944.00","7,028","7,436","89,410",245.16,292.00,225.58,275.18,"1,385","684,740","1,699","13,334",21576.0,0.39%,8.57%,7.66%,26.36%,58.70%,0.44%,6.62%,5.84%,24.59%,0.22%,62.29%
342,NORTH_DAKOTA,2012,"$1,380,563.00","$685,786.00","7,380","7,500","92,533",nan,nan,nan,nan,"1,413","701,345","1,723","14,297",14394.0,0.53%,6.48%,10.16%,29.42%,53.24%,0.00%,6.62%,4.88%,25.50%,0.62%,62.38%
343,NORTH_DAKOTA,2013,"$1,516,575.00","$718,970.00","7,824","7,352","95,125",246.42,290.52,224.08,255.87,"1,576","723,857","1,979","15,356",13279.0,0.23%,5.79%,11.57%,30.56%,51.62%,0.00%,7.85%,8.64%,17.80%,0.79%,64.92%
344,NORTH_DAKOTA,2014,"$1,597,210.00","$758,669.00","7,995","7,652","97,555",nan,nan,nan,nan,"1,696","739,482","1,960","15,605",8051.0,0.00%,6.76%,12.35%,38.53%,48.82%,0.00%,4.30%,9.32%,17.20%,4.30%,64.87%
345,NORTH_DAKOTA,2015,"$1,804,762.00","$825,445.00","8,435","7,735","99,715",244.71,288.24,224.69,263.25,"1,772","756,927","1,812","16,020",7920.0,0.00%,8.31%,13.14%,30.56%,56.30%,0.00%,4.43%,9.59%,17.71%,0.00%,68.27%
346,OHIO,2009,"$22,427,481.00","$10,734,314.00","133,751","134,169","1,633,183",243.69,285.58,224.53,272.80,"50,783","11,542,645","38,305","376,446",230389.0,0.20%,46.95%,2.88%,0.10%,48.25%,0.80%,54.82%,2.11%,0.11%,0.57%,41.59%
347,OHIO,2010,"$22,701,333.00","$10,976,072.00","133,202","133,210","1,624,227",nan,nan,nan,nan,"51,709","11,537,968","36,306","376,836",180670.0,0.19%,41.07%,4.73%,0.09%,44.37%,0.70%,55.63%,1.97%,0.09%,0.64%,40.96%
348,OHIO,2011,"$23,010,396.00","$11,074,360.00","130,406","134,219","1,608,707",244.04,288.60,223.83,255.86,"50,961","11,541,007","35,218","380,572",161439.0,0.24%,32.54%,3.42%,0.07%,39.36%,0.73%,55.92%,1.68%,0.10%,0.97%,40.60%
349,OHIO,2012,"$22,662,376.00","$10,861,218.00","129,295","133,955","1,598,042",nan,nan,nan,nan,"50,872","11,553,031","34,827","370,435",157547.0,0.17%,46.35%,2.92%,0.08%,48.40%,0.73%,56.12%,2.13%,0.13%,0.91%,39.98%
350,OHIO,2013,"$22,015,797.00","$10,800,145.00","128,668","135,042","1,593,108",245.55,289.53,223.89,266.35,"51,711","11,572,005","33,722","338,414",193954.0,0.23%,44.61%,14.74%,0.12%,43.00%,0.78%,55.82%,2.81%,0.12%,0.40%,40.06%
351,OHIO,2014,"$21,847,582.00","$11,350,255.00","125,215","134,275","1,595,797",nan,nan,nan,nan,"51,521","11,594,163","33,030","324,528",165617.0,0.17%,34.66%,2.42%,0.13%,40.29%,0.78%,55.82%,2.81%,0.12%,0.40%,40.06%
352,OKLAHOMA,2001,"$4,288,405.00","$2,119,420.00","47,164","45,745","575,422",nan,nan,nan,nan,"21,719","3,469,577","17,726","141,679",121182.0,0.12%,35.14%,5.10%,4.56%,56.32%,0.22%,37.23%,5.12%,6.79%,0.22%,50.42%
353,OKLAHOMA,2002,"$4,467,944.00","$2,193,731.00","45,662","46,805","575,501",nan,nan,nan,nan,"21,996","3,489,700","17,587","148,128",113855.0,0.56%,31.24%,7.06%,5.17%,53.10%,0.23%,34.08%,5.47%,7.46%,0.20%,52.56%
354,OKLAHOMA,2003,"$4,376,502.00","$2,158,574.00","44,829","47,258","575,495",229.10,271.91,213.58,252.31,"22,688","3,506,469","17,758","151,208",119065.0,0.53%,30.08%,7.99%,5.39%,53.10%,0.32%,34.53%,4.69%,7.04%,0.28%,53.14%
355,OKLAHOMA,2004,"$4,400,069.00","$2,141,737.00","44,372","47,270","577,722",nan,nan,nan,nan,"22,621","3,523,546","17,635","149,472",129258.0,0.66%,29.38%,9.38%,6.10%,54.28%,0.22%,34.23%,5.16%,7.75%,0.26%,52.35%
356,OKLAHOMA,2005,"$4,785,987.00","$2,303,527.00","44,194","47,812","582,270",233.96,271.36,213.86,269.65,"22,907","3,543,442","18,044","143,406",118589.0,0.95%,33.08%,10.38%,7.08%,55.86%,0.21%,34.79%,5.90%,7.86%,0.24%,50.99%
357,OKLAHOMA,2006,"$5,094,695.00","$2,437,935.00","45,369","46,050","586,051",nan,nan,nan,nan,"22,873","3,579,212","17,905","129,728",119797.0,1.10%,32.99%,9.04%,7.22%,53.80%,0.24%,34.10%,6.49%,8.28%,0.25%,50.64%
358,OKLAHOMA,2007,"$5,505,213.00","$2,688,963.00","46,787","45,831","589,175",236.80,274.53,216.96,270.14,"23,778","3,617,316","18,234","128,714",131825.0,0.39%,32.18%,9.58%,6.38%,45.72%,0.26%,34.95%,7.53%,7.88%,0.21%,49.15%
359,OKLAHOMA,2008,"$5,667,749.00","$2,773,416.00","47,245","45,149","592,962",nan,nan,nan,nan,"23,676","3,642,361","19,359","126,535",183799.0,0.40%,31.91%,10.61%,7.53%,51.05%,0.24%,34.61%,6.81%,8.83%,0.24%,49.27%
360,OKLAHOMA,2009,"$5,941,799.00","$2,836,912.00","48,457","45,268","602,081",236.78,275.71,217.19,254.13,"24,053","3,687,050","18,560","132,350",171884.0,0.54%,17.47%,5.74%,5.62%,36.92%,0.24%,35.46%,7.07%,8.33%,0.80%,48.10%
361,OKLAHOMA,2010,"$5,971,651.00","$2,900,568.00","48,519","45,737","605,999",nan,nan,nan,nan,"24,147","3,760,184","18,100","129,464",129599.0,0.70%,15.28%,4.73%,6.57%,36.69%,0.25%,34.59%,7.17%,8.53%,0.76%,48.71%
362,OKLAHOMA,2011,"$5,644,988.00","$2,866,601.00","48,690","47,321","611,091",237.43,279.18,215.48,265.70,"23,750","3,784,163","17,311","127,618",145256.0,0.33%,18.56%,4.89%,5.98%,40.53%,0.24%,34.03%,7.43%,8.44%,0.82%,49.03%
363,OKLAHOMA,2012,"$5,594,867.00","$2,736,786.00","49,274","47,856","616,436",nan,nan,nan,nan,"24,370","3,815,780","18,102","130,969",210551.0,0.34%,25.32%,8.39%,7.51%,58.42%,0.22%,31.40%,7.30%,9.55%,0.81%,50.69%
364,OKLAHOMA,2013,"$5,796,945.00","$2,800,189.00","49,603","48,583","624,979",238.92,275.51,216.99,264.54,"25,364","3,853,118","17,187","126,418",222250.0,0.43%,25.85%,8.56%,7.51%,55.24%,0.26%,31.85%,7.30%,9.60%,0.80%,50.11%
365,OKLAHOMA,2014,"$6,026,661.00","$2,833,650.00","47,577","48,487","631,594",nan,nan,nan,nan,"26,493","3,878,051","15,744","115,982",213181.0,0.34%,28.06%,9.08%,7.69%,53.44%,0.28%,32.45%,7.50%,9.93%,0.77%,49.03%
366,OREGON,2001,"$4,715,944.00","$2,435,402.00","42,726","42,988","511,036",nan,nan,nan,nan,"10,950","3,473,441","10,650","164,524",102022.0,0.85%,12.15%,10.93%,1.60%,65.34%,1.72%,14.91%,12.35%,2.22%,0.02%,68.78%
367,OREGON,2002,"$4,980,466.00","$2,475,697.00","41,704","44,156","513,401",nan,nan,nan,nan,"11,650","3,520,355","10,298","161,145",112397.0,0.88%,11.20%,12.04%,1.15%,67.61%,1.68%,14.53%,11.31%,1.99%,0.02%,70.47%
368,OREGON,2003,"$4,978,764.00","$2,458,415.00","40,903","44,711","509,634",236.31,280.89,217.61,270.73,"12,207","3,564,330","10,506","169,863",128446.0,0.77%,10.32%,13.67%,1.24%,69.23%,1.40%,12.66%,8.94%,2.11%,0.02%,74.88%
369,OREGON,2004,"$5,393,871.00","$2,498,566.00","41,298","44,802","512,477",nan,nan,nan,nan,"12,652","3,591,363","10,724","166,475",129818.0,1.11%,12.36%,15.32%,1.56%,70.27%,1.43%,12.42%,10.74%,2.12%,0.01%,73.28%
370,OREGON,2005,"$5,597,579.00","$2,671,228.00","42,071","44,046","511,318",238.32,282.24,216.90,269.42,"12,887","3,638,871","10,444","160,199",106219.0,1.16%,10.61%,17.13%,1.32%,73.26%,1.49%,12.40%,11.66%,1.82%,0.01%,72.62%
371,OREGON,2006,"$5,386,128.00","$2,834,418.00","41,754","43,312","521,971",nan,nan,nan,nan,"13,191","3,700,758","10,534","137,858",120722.0,1.06%,13.50%,16.34%,1.20%,72.58%,1.61%,13.37%,12.85%,1.85%,0.02%,70.30%
372,OREGON,2007,"$5,634,955.00","$2,999,104.00","42,750","43,018","524,882",236.04,283.83,215.02,250.75,"13,373","3,747,455","11,015","132,773",116420.0,1.32%,12.16%,12.95%,1.03%,70.38%,1.58%,12.50%,13.00%,1.90%,0.00%,71.01%
373,OREGON,2008,"$6,407,512.00","$3,217,111.00","43,272","43,339","534,837",nan,nan,nan,nan,"13,541","3,790,060","9,909","125,169",115782.0,0.85%,11.31%,14.69%,1.67%,67.63%,1.57%,11.77%,13.78%,2.09%,0.02%,70.78%
374,OREGON,2009,"$6,715,011.00","$3,291,310.00","43,059","43,261","542,276",238.03,285.04,218.14,264.29,"13,735","3,825,657","9,968","114,780",118864.0,1.40%,11.78%,20.14%,1.43%,68.70%,1.65%,12.35%,14.72%,2.05%,0.01%,69.23%
375,OREGON,2010,"$6,398,065.00","$3,246,437.00","42,924","42,834","530,064",nan,nan,nan,nan,"13,859","3,838,332","9,648","116,657",118934.0,1.49%,11.69%,16.08%,1.82%,69.97%,1.62%,12.46%,14.54%,1.98%,0.03%,69.37%
376,OREGON,2011,"$6,317,635.00","$3,261,190.00","42,072","43,653","526,730",236.91,282.52,216.44,262.93,"13,728","3,868,229","9,643","121,869",120705.0,1.28%,9.98%,13.95%,1.33%,70.90%,1.68%,11.76%,14.69%,1.87%,0.01%,70.00%
377,OREGON,2012,"$6,314,092.00","$3,250,376.00","42,401","43,578","544,922",nan,nan,nan,nan,"14,123","3,899,801","9,638","126,417",107098.0,1.59%,12.48%,13.19%,1.40%,67.02%,1.79%,12.81%,14.86%,1.75%,0.00%,68.79%
378,OREGON,2013,"$6,228,197.00","$3,261,733.00","42,858","43,522","550,272",240.10,283.52,219.13,267.78,"14,605","3,928,068","9,536","125,083",120289.0,1.22%,10.74%,11.61%,1.94%,70.43%,1.62%,12.10%,13.30%,1.87%,0.02%,71.09%
379,OREGON,2014,"$6,453,635.00","$3,437,466.00","42,942","43,521","559,673",nan,nan,nan,nan,"14,492","3,970,239","9,224","114,305",116310.0,1.13%,11.89%,11.76%,1.82%,72.84%,1.61%,12.08%,13.32%,1.88%,0.02%,71.09%
380,PENNSYLVANIA,2001,"$18,666,522.00","$9,182,658.00","140,722","146,138","1,696,621",nan,nan,nan,nan,"37,641","12,303,104","50,432","313,408",86736.0,0.56%,60.75%,7.78%,0.10%,27.30%,0.52%,67.97%,9.90%,0.12%,0.12%,17.85%
381,PENNSYLVANIA,2002,"$20,018,554.00","$9,673,879.00","138,365","147,829","1,693,755",nan,nan,nan,nan,"39,724","12,328,827","49,578","300,868",90096.0,0.60%,62.25%,8.27%,0.09%,31.70%,0.58%,69.43%,10.99%,0.10%,0.13%,18.78%
382,PENNSYLVANIA,2003,"$20,626,459.00","$10,151,195.00","135,765","150,652","1,696,541",235.95,278.54,218.70,267.79,"40,879","12,370,761","49,210","300,639",61703.0,0.60%,64.95%,10.28%,0.15%,33.95%,0.63%,68.40%,12.26%,0.09%,0.16%,18.46%
383,PENNSYLVANIA,2004,"$22,054,811.00","$10,695,295.00","133,418","151,250","1,697,674",nan,nan,nan,nan,"40,506","12,394,471","50,998","299,611",106838.0,0.55%,60.00%,7.54%,0.10%,32.36%,0.57%,69.09%,10.64%,0.10%,0.16%,19.45%
384,PENNSYLVANIA,2005,"$23,183,924.00","$11,284,717.00","131,236","148,957","1,699,175",240.57,280.71,222.77,251.03,"41,941","12,405,348","52,761","300,444",108249.0,0.82%,59.42%,8.37%,0.14%,32.45%,0.57%,68.72%,10.07%,0.09%,0.15%,20.39%
385,PENNSYLVANIA,2006,"$24,195,122.00","$11,675,380.00","129,546","146,393","1,739,787",nan,nan,nan,nan,"43,971","12,440,621","55,028","304,589",86039.0,0.51%,55.71%,11.22%,0.06%,30.12%,0.51%,66.13%,10.96%,0.09%,0.17%,22.13%
386,PENNSYLVANIA,2007,"$25,627,083.00","$11,994,620.00","129,837","143,406","1,677,408",244.00,286.17,226.35,263.55,"45,530","12,432,792","51,806","293,850",82099.0,0.60%,63.95%,10.03%,0.12%,27.55%,0.55%,70.48%,10.19%,0.07%,0.22%,18.49%
387,PENNSYLVANIA,2008,"$26,597,713.00","$12,375,013.00","130,592","139,173","1,646,438",nan,nan,nan,nan,"48,736","12,448,279","51,044","300,294",79798.0,0.50%,60.21%,11.10%,0.06%,26.86%,0.42%,67.73%,10.77%,0.06%,0.25%,20.78%
388,PENNSYLVANIA,2009,"$27,328,680.00","$12,803,821.00","132,213","137,072","1,654,555",243.59,288.30,223.68,259.53,"50,485","12,604,767","48,188","277,182",68127.0,0.74%,58.48%,12.68%,0.07%,27.16%,0.43%,66.58%,12.20%,0.04%,0.38%,20.36%
389,PENNSYLVANIA,2010,"$28,231,191.00","$13,442,543.00","132,497","135,876","1,662,974",nan,nan,nan,nan,"48,087","12,717,722","46,612","276,366",50934.0,0.60%,58.14%,12.90%,0.05%,23.25%,0.35%,66.69%,11.95%,0.04%,0.41%,20.55%
390,PENNSYLVANIA,2011,"$28,810,721.00","$13,761,915.00","129,845","135,598","1,639,823",245.65,286.10,227.24,268.69,"49,710","12,743,948","46,189","283,442",69279.0,0.60%,57.71%,9.61%,0.11%,31.58%,0.30%,66.05%,9.32%,0.05%,0.44%,23.83%
391,PENNSYLVANIA,2012,"$27,851,918.00","$13,450,420.00","131,315","136,775","1,630,976",nan,nan,nan,nan,"50,228","12,764,475","45,384","276,562",89603.0,0.58%,51.45%,15.59%,0.10%,32.98%,0.28%,61.91%,12.51%,0.06%,0.48%,24.75%
392,PENNSYLVANIA,2013,"$28,495,118.00","$15,456,205.00","132,216","137,287","1,625,876",244.01,289.62,226.40,269.09,"49,971","12,781,296","42,825","263,176",98623.0,0.42%,49.35%,9.98%,0.14%,34.70%,0.30%,58.02%,10.49%,0.04%,0.45%,30.70%
